Establishment,Host,Neighbourhood,Latitude,Longitude,Room Type,Price,Duration,Total Reviews
Lovely 1-bed flat in SW14,Susie,Richmond upon Thames,51.467,-0.26816,Entire home/apt,77,30,25
"Hampstead Village Gem, Prime London Location.",Nicolas,Camden,51.55452,-0.17916,Entire home/apt,99,4,9
RUSTIC FLAT WITH A ROOF TERRACE,Phoebe,Kensington and Chelsea,51.52408,-0.21299,Entire home/apt,120,1,9
Double Room in Belsize PK,Ornella,Camden,51.55303,-0.16057,Private room,50,1,0
Quiet in the City - Dble Bed & Bath,Hatty,Lambeth,51.42923,-0.13839,Private room,55,1,18
Gorgeous Broadway Market flat,Glenn,Hackney,51.53599,-0.06238,Entire home/apt,60,2,33
super central &lt;з,Tam,Camden,51.52574,-0.13911,Private room,49,3,3
"3 bedr Riverfront Apartment near EXCEL, O2 R:090",Alan,Greenwich,51.49715,0.01218,Entire home/apt,140,3,73
A warm welcome place for everyone.,Anne &...Florin,Hackney,51.53425,-0.09223,Private room,57,2,85
Central London next to British Museum,Carol,Camden,51.52352,-0.11578,Private room,53,2,97
Amazing and large double room,Alessandro,Tower Hamlets,51.51592,-0.05998,Private room,60,1,0
East London Luxury Double Bedroom,Andrea,Tower Hamlets,51.52875,-0.03146,Private room,43,1,1
Furnished Room in charming Eltham!,Linda,Greenwich,51.45981,0.04805,Private room,33,3,10
Gorgeous fully equipped familyhome+great transport,Bridget,Hackney,51.55399,-0.08289,Entire home/apt,48,2,7
Beautiful room in a lovely home,Xenia,Hammersmith and Fulham,51.51031,-0.24392,Private room,30,3,18
Lovely clean double bedroom,Selim,Greenwich,51.49308,0.08605,Private room,30,3,18
Stunning Central London Apartment,Ant,Westminster,51.51701,-0.18107,Entire home/apt,69,3,87
"Lovely room, 12 mins from the tube!",Leon,Waltham Forest,51.58908,-0.01427,Private room,35,2,12
Queen Victoria Era Family Home in Clapham South,Yvonne,Lambeth,51.45264,-0.13927,Private room,28,1,236
Room in cool central Hackney,James,Hackney,51.55012,-0.05636,Private room,40,3,0
Cozy 1 bedroom split level flat,Pierluigi,Haringey,51.58412,-0.06741,Entire home/apt,26,2,13
1 bedroom flat/ F1 Londres,Tiphain,Kensington and Chelsea,51.52108,-0.22689,Entire home/apt,55,20,1
Studio apartment,Rowena,Tower Hamlets,51.53879,-0.02087,Private room,65,1,0
Urban Stay - Modern 2bed 2bath Apartment ALA,James,City of London,51.51846,-0.07902,Entire home/apt,235,7,19
Comfortable double room in Clapham,Jess,Wandsworth,51.4557,-0.15706,Private room,40,5,27
"Newly renovated, spacious, bright Edwardian home",Claire,Haringey,51.59282,-0.09502,Entire home/apt,134,3,18
"Bed, Bath and Balcony, Dalston",Lisa,Hackney,51.54665,-0.07495,Private room,50,1,0
Peaceful oasis in cool Peckham,Tess And Dan,Southwark,51.46712,-0.07218,Entire home/apt,110,3,1
Large Private Bedroom/Ensuite Bath,John,Westminster,51.51201,-0.16485,Private room,73,1,2
Beautiful Architect home+garden Dalston Hackney,Dewi,Hackney,51.54652,-0.06511,Private room,49,2,22
"Stunning Bright Home & Garden Dalston, Hackney",Dewi,Hackney,51.54588,-0.0684,Entire home/apt,200,3,20
Beautiful and Very Spacious Victorian House,Jules,Southwark,51.44423,-0.06673,Entire home/apt,525,2,66
Stylish family home in West London,Geoff,Ealing,51.5035,-0.31353,Entire home/apt,150,5,1
Lovely room in a lovely flat !,Gianmarco,Barnet,51.59466,-0.16575,Private room,25,1,0
Comfortable place great location,Alexander,Islington,51.53099,-0.11935,Entire home/apt,95,1,0
Double room in bright shared flat,Jake,Tower Hamlets,51.51859,-0.06826,Private room,30,1,6
CHIC SANCTUARY IN POPULAR ISLINGTON,Wayne,Islington,51.54106,-0.10889,Entire home/apt,129,3,12
1 Bedroom available in West London,Amar,Hammersmith and Fulham,51.50402,-0.24821,Private room,49,3,0
Donna's sky garden (and a bedroom),Donna,Southwark,51.4769,-0.06585,Private room,36,2,182
Superhost's Stunning London Flat,Emrah,Brent,51.56187,-0.23759,Private room,164,7,53
Private cosy rooms in Homestay,Mrs Dee,Lewisham,51.44658,-0.03265,Private room,150,1,6
Take in City Views at a Loft-Style Shoreditch Home,Jose,Tower Hamlets,51.52711,-0.07017,Entire home/apt,125,1,81
1 bed flat at Ealing Broadway,Toby,Ealing,51.50881,-0.30026,Entire home/apt,70,1,0
"Lovely King Bed in Richmond,Garden Views, Gated DV",Joseph,Richmond upon Thames,51.46524,-0.28316,Private room,48,1,32
Jenny & Mike's spare room,Mike,Camden,51.54352,-0.19485,Private room,30,2,76
"One Bedroom Apartment, Columbia Road",Hans,Tower Hamlets,51.53072,-0.06878,Entire home/apt,70,4,0
"Spacious Room in Clapham, London",Tom,Lambeth,51.45426,-0.14033,Private room,40,1,0
Amazing Twickenham flat nr stadium,Mary,Hounslow,51.45792,-0.33878,Entire home/apt,94,1,25
Charming Flat on Columbia Road,Caroline,Tower Hamlets,51.53016,-0.06894,Entire home/apt,100,2,1
Cozy room close to Camden Market,Andrea,Islington,51.54875,-0.12889,Private room,40,3,2
Double bedroom 90m from tubestation,Pietro,Ealing,51.50809,-0.28606,Private room,25,1,1
Hip London Fields flat,Josie,Hackney,51.54551,-0.06015,Entire home/apt,99,3,10
Large double room close to stations,Esther,Haringey,51.58548,-0.06745,Private room,31,2,80
Wimbledon tennis - lovely dbl room!,Julia,Wandsworth,51.43307,-0.18325,Private room,60,1,4
"Double room, Kilburn, Maida Vale",Teresa,Brent,51.53726,-0.19468,Private room,35,5,0
"Beautiful house, parking & garden.",Kate,Ealing,51.50681,-0.28923,Entire home/apt,180,4,32
"Modern, Spacious Trendy East London",Roni,Hackney,51.53883,-0.07229,Entire home/apt,113,3,4
New Flat in Historic area of Zone 1,Francesca,Islington,51.52708,-0.10484,Entire home/apt,130,2,28
Cosy flat in trendy Dalston,Soner,Hackney,51.54069,-0.07689,Entire home/apt,122,2,8
Spacious 2 Bedroom Flat  by the Canal,Mariana,Hackney,51.53225,-0.09428,Entire home/apt,120,3,12
Suburban life 20 minutes from City!,Eileen,Redbridge,51.58593,0.03181,Private room,25,2,62
Gorgeous London Designer Apartment,Prudence,Ealing,51.5069,-0.25788,Entire home/apt,89,10,25
LovelyGeorgianFlat-LittleVenice-CityofWestminster,Robert,Westminster,51.52318,-0.18912,Private room,49,1,2
Amazing 2 bed 2 bath flat w/parking,Ranjani,Southwark,51.49963,-0.07045,Entire home/apt,129,2,12
2 bedroom 2 bathroom living room,Sohrab( Simon),Camden,51.55002,-0.16131,Entire home/apt,350,1,0
"Lovely 1 bedroom flat, London, close to everything",Hannah,Haringey,51.59774,-0.06782,Private room,150,1,70
Small & Cosy Central 1 bedroom flat,Molly,Lambeth,51.491,-0.12036,Entire home/apt,123,5,9
2 floors unique cosy maisonette in Chelsea,Alessandra,Kensington and Chelsea,51.48053,-0.18256,Entire home/apt,130,1,0
Private room in Clapham (FREE gated parking),Petra,Lambeth,51.46658,-0.14757,Private room,40,2,131
Super 2BD flat just 15min to centre,Veronica,Camden,51.54646,-0.18707,Entire home/apt,109,3,12
Private Double Room Primrose Hill,James,Camden,51.54185,-0.16576,Private room,75,1,1
Lovely Flat in the Heart of Kensington Olympia,Pouria,Hammersmith and Fulham,51.50351,-0.21749,Entire home/apt,89,3,5
Bright Double bed Room in London!,Tarik,Hammersmith and Fulham,51.48268,-0.2101,Private room,68,1,0
"Light, airy 3 bed with roof terrace",Rosie,Hackney,51.56184,-0.09911,Entire home/apt,100,2,3
Terrace Duplex Penthouse Canary Whf,Mona,Tower Hamlets,51.49718,-0.02248,Private room,103,1,7
2 bed flat in leafy Chiswick,Hannah,Hounslow,51.4931,-0.265,Entire home/apt,90,1,2
Stylish Family Home in Fulham with garden,Julie,Hammersmith and Fulham,51.48536,-0.22099,Entire home/apt,239,6,7
Home from home in South West London,James,Merton,51.42284,-0.17957,Entire home/apt,70,21,0
Beautiful one bedroom flat with garden,Kerry,Tower Hamlets,51.52243,-0.04746,Entire home/apt,70,3,39
Warm double room,(Please,Lewisham,51.42617,0.03331,Private room,20,1,3
Room in the city centre,Saad,Islington,51.52313,-0.09427,Private room,35,1,1
"Double room, Canary Wharf, Bank",Joy,Tower Hamlets,51.51123,-0.01116,Private room,40,600,21
Spacious Single room with En suite,Ray,Redbridge,51.58918,0.08574,Private room,99,1,0
2-bed appt ideally situated by Twickenham station,Robin,Richmond upon Thames,51.45203,-0.33283,Entire home/apt,99,2,102
Modern 1 bed flat - great location,Mimi,Islington,51.52732,-0.0922,Entire home/apt,80,2,1
A lovely flat in a great location,Julia,Southwark,51.50114,-0.03234,Entire home/apt,90,4,2
RUGBY WORLD CUP 2015 - Richmond,Alex,Richmond upon Thames,51.46435,-0.29894,Entire home/apt,295,1,0
Fantastic large 2 bedroom flat,Veronica,Camden,51.55129,-0.20453,Entire home/apt,119,3,31
The heart of London's West End,Jeremy,Westminster,51.51207,-0.1312,Entire home/apt,180,2,53
Whitechapel Factory Conversion - Z1,Matthew,Tower Hamlets,51.51785,-0.06482,Entire home/apt,125,1,2
Hotel Tawanda - Family Home Away From Home,Tina,Bexley,51.4815,0.17816,Entire home/apt,1480,55,12
Charming Period Victorian House,Doreen,Redbridge,51.55455,0.02628,Entire home/apt,18,14,3
Spacious 2 bed 35 min to west End,Mike,Redbridge,51.58589,0.02403,Entire home/apt,75,1,0
Warehouse Living in Artists Home,Helen,Lewisham,51.44067,-0.04697,Private room,75,2,32
Two bedroom garden flat,Alexander,Hammersmith and Fulham,51.48857,-0.20952,Entire home/apt,98,2,10
Stylish top floor flat.  Zone 2.,Nigel,Lambeth,51.46801,-0.13687,Private room,40,1,104
"Suite 5,Belsize Park,Cosy & Compact",Emily,Camden,51.54884,-0.16565,Entire home/apt,70,2,111
Garden Access Room in Quiet Street,Andrew,Greenwich,51.48545,0.05088,Private room,30,3,3
"Luxury 1 bed, 1 bath",Fatene,Greenwich,51.48511,0.00914,Entire home/apt,300,5,8
"Quiet flat, 20 min away from the centre",Julia,Barnet,51.59051,-0.16794,Entire home/apt,65,3,10
4 bed townhouse with garden,Dan & Rosie,Hackney,51.5553,-0.0803,Entire home/apt,265,2,14
Bright Flat in Leafy South London,Susan Jane,Southwark,51.47625,-0.08838,Entire home/apt,85,1,1
"Beautiful double bedroom in East London, zone 2.",Marcio,Hackney,51.55068,-0.0657,Private room,50,3,0
"Hackney double with workspace, access to free gym",Helen,Hackney,51.54244,-0.05788,Private room,40,7,6
Great Room Spitalfields/Shoreditch,Helene,Tower Hamlets,51.51525,-0.074,Private room,45,3,2
*Huge* Modern Loft Conversion,Cais,Tower Hamlets,51.51264,-0.06564,Entire home/apt,126,30,18
Wimbledon Tennis Champs - PERFECT!,Simon,Wandsworth,51.46253,-0.2209,Entire home/apt,150,1,0
Luxury Zone 1 - Central London Private 2 bed Appt,Paul,Southwark,51.50069,-0.08328,Entire home/apt,253,3,19
Charming Flat in a Victorian House,Marcio,Hackney,51.54898,-0.06342,Entire home/apt,100,7,1
4 bed family home in Fulham,Jane,Hammersmith and Fulham,51.48111,-0.20694,Entire home/apt,220,4,1
Bright spacious flat,Julia,Islington,51.56501,-0.13213,Entire home/apt,80,2,2
Lovely Artist House Wimbledon,Kerstin,Merton,51.41266,-0.21852,Entire home/apt,186,2,55
Bright apartment in the heart of Stoke Newington,Stephanie,Hackney,51.55842,-0.07535,Entire home/apt,55,4,3
3 bedroom flat + terrace + view,Claire,Kensington and Chelsea,51.49327,-0.19589,Entire home/apt,250,5,5
Spacious Victorian 4bed garden flat,Mark,Camden,51.54719,-0.18161,Entire home/apt,185,5,1
Garden flat in a quiet Camden spot.,Nicola,Camden,51.53931,-0.1461,Entire home/apt,236,2,113
"Pretty Victorian garden flat, West London",Joel,Brent,51.53327,-0.22743,Entire home/apt,110,5,27
Double modern bedroom kilburn,Eddy,Camden,51.53654,-0.19042,Private room,69,4,1
Quirky Double Room in the Heart of East London,Maria,Tower Hamlets,51.51627,-0.06045,Private room,51,1,31
Apartment with Queen bedroom,Fiona,Wandsworth,51.47624,-0.15401,Entire home/apt,110,3,27
Charming home with character,Letie,Barnet,51.61245,-0.24812,Private room,35,2,34
Large Single Room,Zena,Hammersmith and Fulham,51.49837,-0.21686,Private room,55,1,3
Private double room in Old Street,Alisya Bengi,Islington,51.52502,-0.09158,Private room,50,1,0
Double en suite room - Southfields,Jonathan,Wandsworth,51.44663,-0.20385,Private room,55,2,28
Lovely double bedroom in Wimbledon,Chi,Merton,51.42636,-0.19199,Private room,30,2,1
Apartment by Oval & Vauxhall Tubes,Graeme,Lambeth,51.48417,-0.11704,Entire home/apt,150,5,6
Grande chambre à l'Est Londonnien,Johanna,Tower Hamlets,51.51953,-0.01866,Private room,41,1,4
London living in a comfortable home,Paul L,Greenwich,51.45721,0.02186,Entire home/apt,109,7,17
Lovely bright room in Dalston,Elena,Hackney,51.55348,-0.07466,Private room,32,1,0
Modern 3BD house parking good links,Steve,Haringey,51.58859,-0.10784,Entire home/apt,140,3,24
Lovely Room in Hackney,Rachel,Hackney,51.54455,-0.04686,Private room,60,2,30
"1 bed in 6-bed dorm, central London",Phiroza,Westminster,51.51034,-0.11935,Shared room,25,1,21
Beautiful Top Floor Room near Broadway Market,Malachy,Hackney,51.54339,-0.04747,Private room,37,3,40
Bright two bedroom victorian flat,Check,Hammersmith and Fulham,51.49636,-0.21954,Entire home/apt,180,3,1
Double room with own bathroom,Charlotte,Kingston upon Thames,51.38571,-0.24453,Private room,90,1,0
Cosy double room in South West Nine,Cally,Lambeth,51.46325,-0.11862,Private room,40,2,1
Marble Arch Single Room,Chris,Westminster,51.51433,-0.16137,Private room,70,1,160
Female Shared twin room w/Wi-Fi (a),LHA London - Belvedere House,Kensington and Chelsea,51.49485,-0.18475,Shared room,26,1,14
Clean bedroom In PUTNEY/WIMBLEDON (Female only),Vanderli,Wandsworth,51.44957,-0.22137,Private room,39,3,2
Blue room with cable TV & free breakfast,Eddie,Haringey,51.58122,-0.09753,Private room,50,2,176
"Cosy, characterful and central!",Kate,Westminster,51.51377,-0.18257,Entire home/apt,84,3,13
Clapham SW4 Very Large Double Room,Roosevelt,Lambeth,51.46916,-0.13971,Private room,90,1,0
Tower bridge / Shard,Kaval,Southwark,51.50478,-0.08205,Entire home/apt,200,1,0
Cozy 2 bed flat with fast links to Central London,Michal,Barnet,51.64207,-0.16197,Entire home/apt,64,5,1
Stylish sunny flat close to bars+great transport,Bridget,Hackney,51.55219,-0.08269,Private room,35,2,1
Private floor with bedroom & large lounge/kitchen,Kimberley,Croydon,51.35455,-0.08999,Private room,27,60,1
Large 2 bed Victorian London Home,Neil,Richmond upon Thames,51.44489,-0.33698,Entire home/apt,150,5,0
"Beautiful double, 2 mins from tube",Josh,Merton,51.42092,-0.179,Private room,40,1,1
"Double room, Canary Wharf, Bank",Joy,Tower Hamlets,51.51117,-0.0115,Private room,40,600,15
Stunning Georgian Home in the Centre of Vibrant Hackney,Sean,Hackney,51.54503,-0.05428,Entire home/apt,190,3,45
Cosy double nr Camden w/balcony,Dale,Camden,51.5495,-0.16005,Private room,35,2,29
Bright Flat in Herne Hill with great transport,Thomas,Southwark,51.45751,-0.0957,Entire home/apt,95,4,93
Cosy room in the heart of popular East London,Stefany,Tower Hamlets,51.52851,-0.03602,Private room,26,7,18
Camden Apartment Near St Pancras,Sabrina,Camden,51.5428,-0.12588,Entire home/apt,113,2,39
Stylish one-bedroom flat,Ralf,Camden,51.54431,-0.17102,Entire home/apt,200,1,0
Leafy Kings Cross,Jess & Markand,Islington,51.52975,-0.11281,Entire home/apt,175,7,20
Cozy double-bed room with private shower/toilet,Mitsuo,Merton,51.39561,-0.18017,Private room,58,1,13
Wonderful World Cup Flat 1 bed.,Eddie,Hounslow,51.46069,-0.33693,Entire home/apt,70,4,0
Riverside,Vesna,Hammersmith and Fulham,51.47211,-0.18396,Private room,45,3,0
Double room 5 min from Angel!,Claudia,Islington,51.53473,-0.09834,Private room,50,1,2
West Kensington one bedroom flat,Thibaut,Hammersmith and Fulham,51.49292,-0.20823,Entire home/apt,109,3,0
Luxury Flat in Mayfair / St. James,Ali,Westminster,51.50873,-0.1364,Entire home/apt,125,5,14
Stunning Victorian flat w/. parking,Lydia,Brent,51.55217,-0.22149,Entire home/apt,95,2,56
"Lovely, sunny double room in friendly family home",Kate And Tom,Enfield,51.61317,-0.12115,Private room,32,2,172
"Single Room, House, Private Carpark",Alex,Wandsworth,51.47543,-0.17513,Private room,49,2,86
Highbury-Amazing Dbl Room w Ensuite,Alex And Theresa,Islington,51.55899,-0.10541,Private room,48,3,1
Studio flat / Double bedroom in empty apartment,Melina,Waltham Forest,51.55568,-0.003,Entire home/apt,40,1,6
Fantastic studio apartment,Michelle,City of London,51.51864,-0.08976,Entire home/apt,175,1,0
"Beautiful, light, Wimbledon flat",Max,Merton,51.41783,-0.2168,Entire home/apt,90,7,3
Private room in friendly & cosy London flat,David,Brent,51.541,-0.2511,Private room,22,1,33
"Private double room, own bathroom on Regents Canal",Nick & Mariana,Hackney,51.53655,-0.07897,Private room,80,1,78
Russell Square - 2 bed with garden,Tim,Camden,51.526,-0.11492,Entire home/apt,115,3,77
Beautiful 5 bedroom Edwardian house,Charlotte,Waltham Forest,51.63332,0.0021,Private room,62,2,2
"Whole cosy spacious flat trendy Dalston, Hackney",Tom,Hackney,51.54921,-0.06846,Entire home/apt,95,1,20
Cozy Camden Flat with Large Terrace,Tobias,Camden,51.54498,-0.14008,Entire home/apt,83,2,82
Beautiful Belsize Apartment,Tanya,Camden,51.55045,-0.17088,Entire home/apt,92,3,1
Spacious double room,Eligio,Richmond upon Thames,51.48304,-0.24392,Private room,30,7,4
#36 2 bed,Toby,Westminster,51.51366,-0.12187,Entire home/apt,200,60,3
Stylish Bedroom between Peckham and East Dulwich,Georgie,Southwark,51.46384,-0.07877,Private room,22,4,0
Beautiful 3 bed house near Arsenal,Laura,Islington,51.5601,-0.10123,Entire home/apt,199,5,1
En-Suite Bedroom with Bathroom,Moji,Enfield,51.62421,-0.05545,Private room,27,1,252
CANARY WHARF VIEW APARTMENT,Michelle,Tower Hamlets,51.5177,-0.02235,Entire home/apt,83,2,11
"Lovely London home, 3 mins from station Sleeps 7-8",Rebecca,Redbridge,51.5908,0.029,Entire home/apt,134,4,10
London. Westminster.,Andy,Lambeth,51.50611,-0.11143,Private room,59,1,0
Beautiful Central London Apt,Sean,Hackney,51.54037,-0.07863,Private room,60,1,2
Small 1bed Flat in Central-5min walk to Hyde Park,Lucielma,Westminster,51.51305,-0.1937,Entire home/apt,59,3,23
Cosy Room at Caro's,Carolina,Islington,51.53008,-0.09792,Private room,69,1,75
Lovely High Ceiling 25m2 double bed,Hc,Camden,51.54447,-0.16666,Private room,75,1,0
New king bed & private bathroom,Paul,Westminster,51.51961,-0.13881,Private room,109,1,0
"Large family house, great area, zone 2",John,Hackney,51.55844,-0.05252,Entire home/apt,154,2,6
Exclusive Canalside Loft Apartment,Jamie,Hackney,51.53679,-0.07624,Entire home/apt,175,4,0
Double room beautiful period house,Daniel,Haringey,51.57445,-0.1193,Private room,22,2,11
Twin room in London's theatreland,Phiroza,Westminster,51.51225,-0.11778,Private room,87,1,3
Gorgeous Room with Private Bathroom,Gabriele,Lambeth,51.47563,-0.1185,Private room,39,3,13
Large airy ensuite room in town,Monique,Merton,51.41678,-0.20856,Private room,75,1,2
Room in Chelsea flat on 2nd floor.,Sara,Kensington and Chelsea,51.48584,-0.17052,Private room,70,2,18
